data_size,crossover_rate,mutation_rate,elite_percentage,execution_time,final_fitness
150,0.3,0.4,0.4,6.567732700000306,0.8670444444444444
150,0.3,0.4,0.5,4.8838796,0.867688888888889
150,0.3,0.4,0.6,3.99021219999986,0.8341111111111111
150,0.3,0.4,0.7,2.116719500000272,0.8081555555555555
150,0.3,0.4,0.8,0.8833103000001756,0.7713333333333334
150,0.3,0.5,0.3,8.293274199999814,0.9022222222222223
150,0.3,0.5,0.4,6.767473399999744,0.893511111111111
150,0.3,0.5,0.5,4.831064900000001,0.8803333333333333
150,0.3,0.5,0.6,3.7941466000002038,0.8698666666666668
150,0.3,0.5,0.7,2.274785800000245,0.8481111111111111
150,0.3,0.5,0.8,0.9605817999999999,0.7884888888888888
150,0.3,0.6,0.3,8.212418699999944,0.9008222222222223
150,0.3,0.6,0.4,6.50977709999961,0.905177777777778
150,0.3,0.6,0.5,5.496064999999817,0.876
150,0.3,0.6,0.6,3.760709399999996,0.8797555555555556
150,0.3,0.6,0.7,2.4488749000001917,0.8343333333333331
150,0.3,0.6,0.8,1.074550100000124,0.794422222222222
150,0.3,0.7,0.3,8.890989300000001,0.9065777777777777
150,0.3,0.7,0.4,6.664756199999829,0.9078666666666667
150,0.3,0.7,0.5,5.278646000000208,0.8801777777777777
150,0.3,0.7,0.6,4.075941000000057,0.8819555555555556
150,0.3,0.7,0.7,2.6207234000003155,0.8397777777777777
150,0.3,0.7,0.8,1.3471630999997615,0.8067333333333334
150,0.3,0.8,0.3,8.338773599999968,0.9160444444444444
150,0.3,0.8,0.4,7.2620059000000765,0.9023555555555554
150,0.3,0.8,0.5,5.459580299999743,0.8909777777777779
150,0.3,0.8,0.6,4.0303155000001425,0.8790222222222223
150,0.3,0.8,0.7,2.701315799999975,0.8666666666666666
150,0.3,0.8,0.8,1.1555885999996462,0.8158222222222223
150,0.4,0.3,0.3,10.531385200000386,0.8698888888888889
150,0.4,0.3,0.4,9.065078600000106,0.8793777777777778
150,0.4,0.3,0.5,7.5626946000002135,0.8691999999999999
150,0.4,0.3,0.6,5.138491799999883,0.8456444444444445
150,0.4,0.3,0.7,3.229146700000001,0.8014666666666667
150,0.4,0.3,0.8,1.45405669999991,0.7292
150,0.4,0.4,0.3,10.982248100000106,0.8815333333333333
150,0.4,0.4,0.4,10.441857400000117,0.8890666666666668
150,0.4,0.4,0.5,8.086814499999946,0.875688888888889
150,0.4,0.4,0.6,6.321068400000058,0.8462666666666667
150,0.4,0.4,0.7,3.713060800000221,0.8188666666666666
150,0.4,0.4,0.8,1.748774400000002,0.7643555555555556
150,0.4,0.5,0.3,11.466951700000209,0.8988444444444443
150,0.4,0.5,0.4,9.790741000000253,0.8916000000000001
150,0.4,0.5,0.5,7.481102299999748,0.8907555555555555
150,0.4,0.5,0.6,5.312187200000153,0.8666666666666666
150,0.4,0.5,0.7,3.4698278000000755,0.8298222222222222
150,0.4,0.5,0.8,1.7483568000002379,0.7541777777777778
150,0.4,0.6,0.3,12.384339000000182,0.9034222222222221
150,0.4,0.6,0.4,9.905729899999642,0.9046000000000001
150,0.4,0.6,0.5,7.953743400000349,0.8908000000000001
150,0.4,0.6,0.6,5.640127399999983,0.8745777777777777
150,0.4,0.6,0.7,3.5816248999999516,0.8473111111111111
150,0.4,0.6,0.8,1.7092681999993147,0.7842444444444446
150,0.4,0.7,0.3,12.489553700000215,0.9037777777777778
150,0.4,0.7,0.4,9.930112199999712,0.9105111111111113
150,0.4,0.7,0.5,7.6026928999999654,0.9059111111111113
